id,en_word,type,definition,classification,source
i89679,eavesdropper,noun,a secret listener to private conversations,Common,LLM (ministral-3:14b)
i89689,editor,noun,a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine),Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89692,educator,noun,someone who educates young people,Common,LLM (ministral-3:14b)
i89697,egghead,noun,an intellectual; a very studious and academic person,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i538,egocentric,unknown,limited to or caring only about yourself and your own needs,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89699,egomaniac,noun,an abnormally egotistical person,Common,LLM (ministral-3:14b)
i89700,egotist,noun,a conceited and self-centered person,Common,LLM (ministral-3:14b)
i89709,elected official,noun,official who won the office in a free election,Common,LLM (ministral-3:14b)
i89711,electrician,noun,a person who installs or repairs electrical or telephone lines,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89719,elevator operator,noun,an operator of an elevator,Common,LLM (ministral-3:14b)
i89720,elitist,noun,someone who believes in rule by an elite group,Common,LLM (ministral-3:14b)
i89724,embalmer,noun,a mortician who treats corpses with preservatives,Common,LLM (ministral-3:14b)
i89725,embezzler,noun,someone who violates a trust by taking (money) for his own use,Common,LLM (ministral-3:14b)
i89726,embroiderer,noun,someone who ornaments with needlework,Common,LLM (ministral-3:14b)
i89730,emigrant,noun,someone who leaves one country to settle in another,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89731,emile,noun,the boy whose upbringing was described by Jean-Jacques Rousseau,Common,LLM (ministral-3:14b)
i89733,emir,noun,an independent ruler or chieftain (especially in Africa or Arabia),Common,LLM (ministral-3:14b)
i89735,emotional person,noun,a person subject to strong states of emotion,Common,LLM (ministral-3:14b)
i89736,emperor,noun,the male ruler of an empire,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89737,empress,noun,a woman emperor or the wife of an emperor,Common,LLM (ministral-3:14b)
i89740,employee,noun,a worker who is hired to perform a job,Core,LLM (ministral-3:14b)
i89741,employer,noun,a person or firm that employs workers,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89742,employment agent,noun,someone who runs an employment agency,Common,LLM (ministral-3:14b)
i79081,enemy,noun,any hostile group of people,Core,LLM (ministral-3:14b) (LLM Selected Sense #2)
i93409,endorser,noun,someone who expresses strong approval,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89758,end user,noun,the ultimate user for which something is intended,Common,LLM (ministral-3:14b)
i89761,english teacher,noun,someone who teaches English,Common,LLM (ministral-3:14b)
i89763,engraver,noun,a skilled worker who can inscribe designs or writing onto a surface by carving or etching,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89764,enjoyer,noun,a person who delights in having or using or experiencing something,Common,LLM (ministral-3:14b)
i89765,enlisted man,noun,a male enlisted person in the armed forces,Common,LLM (ministral-3:14b)
i89766,enlisted person,noun,a serviceman who ranks below a commissioned officer,Common,LLM (ministral-3:14b)
i89767,enlisted woman,noun,a female enlisted person in the armed forces,Common,LLM (ministral-3:14b)
i89769,enrollee,noun,a person who enrolls in (or is enrolled in) a class or course of study,Common,LLM (ministral-3:14b)
i89883,enthusiast,noun,a person having a strong liking for something,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89775,entrepreneur,noun,someone who organizes a business venture and assumes the risk for it,Common,LLM (ministral-3:14b)
i89776,environmentalist,noun,someone who works to protect the environment from destruction or pollution,Common,LLM (ministral-3:14b)
i89786,epileptic,noun,a person who has epilepsy,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89787,episcopalian,noun,a member of the Episcopal church,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89793,escapee,noun,someone who escapes,Common,LLM (ministral-3:14b)
i89798,eskimo,noun,a member of a people inhabiting the Arctic (northern Canada or Greenland or Alaska or eastern Siberia); the Algonquians called them Eskimo (`eaters of raw flesh') but they call themselves the Inuit (`the people'),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i12439,ethnic,adjective,denoting or deriving from or distinctive of the ways of living built up by a group of people,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89817,evacuee,noun,a person who has been evacuated from a dangerous place,Common,LLM (ministral-3:14b)
i89818,evaluator,noun,an authority who is able to estimate worth or quality,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89819,evangelist,noun,a preacher of the Christian gospel,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89821,event planner,noun,someone who plans social events as a profession (usually for government or corporate officials),Common,LLM (ministral-3:14b)
i89822,everyman,noun,the ordinary person,Common,LLM (ministral-3:14b)
i89825,examiner,noun,someone who administers a test to determine your qualifications,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89831,exchanger,noun,one whose business is to exchange the money of one country for that of another country,Common,LLM (ministral-3:14b)
i89834,executive,noun,a person responsible for the administration of a business,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89835,executive officer,noun,the officer second in command,Common,LLM (ministral-3:14b)
i89836,executive secretary,noun,a secretary having administrative duties and responsibilities,Common,LLM (ministral-3:14b)
i89837,executive vice president,noun,a vice president holding executive power,Common,LLM (ministral-3:14b)
i89838,executor,noun,a person appointed by a testator to carry out the terms of the will,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89841,exhibitor,noun,someone who organizes an exhibit for others to see,Common,LLM (ministral-3:14b)
i89850,expert witness,noun,a witness who has knowledge not normally possessed by the average person concerning the topic that he is to testify about,Common,LLM (ministral-3:14b)
i89851,exploiter,noun,a person who uses something or someone selfishly or unethically,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89852,explorer,noun,someone who travels into little known regions (especially for some scientific purpose),Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89853,exporter,noun,a businessperson who transports goods abroad (for sale),Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89857,ex-spouse,noun,a person who was formerly a spouse,Common,LLM (ministral-3:14b)
i89858,exterminator,noun,someone who exterminates (especially someone whose occupation is the extermination of troublesome rodents and insects),Common,LLM (ministral-3:14b)
i89863,eyeglass wearer,noun,a person who wears spectacles in order to see better,Common,LLM (ministral-3:14b)
i89864,eyewitness,noun,a spectator who can describe what happened,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89875,faller,noun,a person who falls,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89878,family doctor,noun,a general practitioner who treats all the family members,Common,LLM (ministral-3:14b)
i89879,family man,noun,a man whose family is of major importance in his life,Common,LLM (ministral-3:14b)
i89883,fancier,noun,a person having a strong liking for something,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i106619,fare,noun,the sum charged for riding in a public conveyance,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89888,farm boy,noun,a boy who has grown up on a farm,Common,LLM (ministral-3:14b)
i89889,farmer,noun,a person who operates a farm,Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89891,farm girl,noun,a girl who has grown up on a farm,Common,LLM (ministral-3:14b)
i89892,farmhand,noun,a hired hand on a farm,Common,LLM (ministral-3:14b)
i73267,farsi,noun,the language of Persia (Iran) in any of its ancient forms,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89895,fascist,noun,an adherent of fascism or other right-wing authoritarian views,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89897,fashion consultant,noun,someone who advises you about fashionable clothing,Common,LLM (ministral-3:14b)
i89900,fat cat,noun,a wealthy and privileged person,Common,LLM (ministral-3:14b)
i89901,father,noun,a male parent (also used as a term of address to your father),Core,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89904,father figure,noun,a man who takes over all the functions of the real father,Common,LLM (ministral-3:14b)
i89905,father-figure,noun,a man (often a powerful or influential man) who arouses emotions usually felt for your real father and with whom you identify psychologically,Common,LLM (ministral-3:14b)
i89906,father-in-law,noun,the father of your spouse,Common,LLM (ministral-3:14b)
i89907,fatso,noun,a rotund individual,Common,LLM (ministral-3:14b)
i89910,favorite son,noun,a United States politician favored mainly in his or her home state,Common,LLM (ministral-3:14b)
synset-oewn-92424029-n,featherweight,noun,"A weight class division in combat sports, for fighters heavier than those in the bantamweight division and lighter than those in the lightweight division.",Common,LLM (ministral-3:14b) (LLM Selected Sense #3)
i89914,federalist,noun,an advocate of federalism,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i88912,fellow,noun,a boy or man,Core,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89920,female aristocrat,noun,a woman who is an aristocrat,Common,LLM (ministral-3:14b)
i89921,female offspring,noun,a child who is female,Common,LLM (ministral-3:14b)
i89922,female sibling,noun,a person's sister,Common,LLM (ministral-3:14b)
i89923,female child,noun,a youthful female person,Common,LLM (ministral-3:14b)
i89924,feminist,noun,a supporter of feminism,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89926,fencer,noun,someone skilled at fencing,Common,LLM (ministral-3:14b)
i89928,ferryman,noun,a man who operates a ferry,Common,LLM (ministral-3:14b)
i89935,fielder,noun,a member of the baseball team that is in the field instead of at bat,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89940,fighter pilot,noun,a military or naval pilot of fighter planes,Common,LLM (ministral-3:14b)
i89941,file clerk,noun,a clerk who is employed to maintain the files of an organization,Common,LLM (ministral-3:14b)
i89945,film director,noun,the person who directs the making of a film,Common,LLM (ministral-3:14b)
i89946,film maker,noun,a producer of motion pictures,Common,LLM (ministral-3:14b)
i89947,film star,noun,a star who plays leading roles in the cinema,Common,LLM (ministral-3:14b)
i89949,finalist,noun,a contestant who reaches the final stages of a competition,Common,LLM (ministral-3:14b)
i89950,finance minister,noun,the minister responsible for state finances,Common,LLM (ministral-3:14b)
i89951,financier,noun,a person skilled in large scale financial transactions,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i89954,fingerprint expert,noun,a specialist in identifying fingerprints,Common,LLM (ministral-3:14b)
i89956,fieldworker,noun,a researcher who works in the field,Common,LLM (ministral-3:14b)
i89957,fire chief,noun,the head of a fire department,Common,LLM (ministral-3:14b)
i89958,fire-eater,noun,a performer who pretends to swallow fire,Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
i89961,fire marshall,noun,an official who is responsible for the prevention and investigation of fires,Common,LLM (ministral-3:14b)
i89962,fire walker,noun,someone who walks barefoot on burning coals,Common,LLM (ministral-3:14b)
i89963,fire warden,noun,an official who is responsible for managing and protecting an area of forest,Common,LLM (ministral-3:14b)
i89964,fire watcher,noun,(during World War II in Britain) someone whose duty was to watch for fires caused by bombs dropped from the air,Common,LLM (ministral-3:14b)
i89965,first baseman,noun,(baseball) the person who plays first base,Common,LLM (ministral-3:14b)
i89967,first lady,noun,the wife of a chief executive,Common,LLM (ministral-3:14b) (LLM Selected Sense #1)
i89970,first offender,noun,someone convicted for the first time,Common,LLM (ministral-3:14b)
i89974,fisherman,noun,someone whose occupation is catching fish,Common,LLM (ministral-3:14b)
i89975,fishmonger,noun,someone who sells fish,Common,LLM (ministral-3:14b)
i89989,flatmate,noun,an associate who shares an apartment with you,Common,LLM (ministral-3:14b)
i89990,flatterer,noun,a person who uses flattery,Common,LLM (ministral-3:14b)
i89993,flier,noun,someone who travels by air,Common,LLM (ministral-3:14b) (LLM Selected Sense #0)
i90008,flutist,noun,someone who plays the flute,Common,LLM (ministral-3:14b)
synset-oewn-92424032-n,flyweight,noun,"A weight class division in combat sports, often the lightest.",Common,LLM (ministral-3:14b) (LLM Selected Sense #2)
